Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
The Substance,English,"Drama, Horror, Science Fiction",7.1,33.971,07-09-2024,"Demi Moore, Margaret Qualley, Dennis Quaid, Edward Hamilton-Clark, Gore Abrams","A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",4902.0
The Godfather,English,"Drama, Crime",8.686,33.0583,14-03-1972,"Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",21662.0
Wonder Woman,English,"Action, Adventure, Fantasy",7.215,34.3777,30-05-2017,"Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston",An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,20351.0
How to Train Your Dragon: The Hidden World,English,"Animation, Family, Adventure",7.752,33.0153,03-01-2019,"Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett, Gerard Butler","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccups reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",6738.0
Victoria,English,Action,8.5,30.7449,16-01-2021,"Shayna Bofill, Andrei Kopilov, Antoni Corone, Tony Cortez, Yosef Kasnetzkov","Victoria is a woman betrayed, now on a mission for revenge and destroying anything that gets in her way.",2.0
In the Lost Lands,English,"Action, Fantasy, Adventure",6.49,35.4685,27-02-2025,"Milla Jovovich, Dave Bautista, Arly Jover, Amara Okereke, Fraser James","A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where she and her guide, the drifter Boyce, must outwit and outfight both man and demon.",569.0
Deep Cover,English,"Action, Comedy, Crime",6.721,32.8431,12-06-2025,"Bryce Dallas Howard, Orlando Bloom, Nick Mohammed, Paddy Considine, Sonoya Mizuno","Kat is an improv comedy teacher beginning to question if shes missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate Londons gangland by impersonating dangerous criminals.",355.0
Fast X,English,"Action, Crime, Thriller, Adventure, Mystery",7.0,33.2038,17-05-2023,"Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everythingand everyonethat Dom loves, forever.",5974.0
The Dark Knight,English,"Drama, Action, Crime, Thriller",8.522,31.4341,16-07-2008,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal",,34152.0
Osiris,English,"Science Fiction, Action, Horror",6.1,29.3781,25-07-2025,"Max Martini, Brianna Hildebrand, LaMonica Garrett, Michael Irby, Linda Hamilton","Special Forces commandos on a mission are abducted mid-operation by a mysterious spacecraft. Upon waking aboard, they find themselves prey to a relentless alien race in a fight for survival.",26.0
Utopia,English,"Mystery, Thriller, Action, Science Fiction",5.734,33.3005,09-12-2024,"Moe Dunford, Charlotte Vega, Michael D. Xavier, Daniel Bernhardt, Jason Flemyng","A soldier searching for his missing wife breaks into a high-tech facility, believing she's been caught in a human trafficking ring. But beyond its walls, he finds a surreal, futuristic fantasy park where reality and illusion blur. As he navigates this seductive and dangerous world, a shocking truth pulls him deeper into a deadly game where nothing is as it seems.",47.0
M3GAN,English,"Science Fiction, Horror",7.057,28.2021,28-12-2022,"Allison Williams, Violet McGraw, Ronny Chieng, Amie Donald, Jenna Davis","A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",4390.0
Kung Fu Panda 4,English,"Animation, Family, Action, Comedy, Adventure, Fantasy",7.058,29.4591,02-03-2024,"Jack Black, Awkwafina, Viola Davis, Dustin Hoffman, Bryan Cranston","Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",3154.0
The Lord of the Rings: The Fellowship of the Ring,English,"Adventure, Fantasy, Action",8.423,31.2789,18-12-2001,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",26202.0
12 Angry Men,English,Drama,8.549,30.6565,10-04-1957,"Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman","The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",9285.0
Jurassic World,English,"Action, Adventure, Science Fiction, Thriller",6.699,28.9701,06-06-2015,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Ty Simpkins","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",20879.0
Oppenheimer,English,"Drama, History",8.055,23.2196,19-07-2023,"Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh",,10512.0
Vanished Out of Sight,English,"Thriller, TV Movie",5.5,25.7688,19-06-2025,"Annalise Basso, Steven Ogg, Jay Huguley, Tracy Campbell, Avalon Reign","Claire Lewis, a blind woman, is overly cautious with her six-year-old daughter Briar. When Briar goes missing Christmas day, Claire faces her worst nightmare and sets out in darkness to find her.",2.0
Anora,English,"Drama, Comedy, Romance",7.044,28.131,14-10-2024,"Mikey Madison, Mark Eydelshteyn, Yura Borisov, Karren Karagulian, Vache Tovmasyan","A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",2471.0
Fantastic Four: Rise of the Silver Surfer,English,"Science Fiction, Adventure, Action",5.615,36.1136,13-06-2007,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon","The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",8059.0
Death of a Unicorn,English,"Horror, Fantasy, Comedy",6.461,31.5856,27-03-2025,"Paul Rudd, Jenna Ortega, Will Poulter, Richard E. Grant, Ta Leoni","A father and daughter accidentally hit and kill a unicorn while en route to a weekend retreat, where his billionaire boss seeks to exploit the creatures miraculous curative properties.",415.0
Jurassic World: Fallen Kingdom,English,"Action, Adventure, Science Fiction, Thriller",6.541,28.782,06-06-2018,"Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith, Daniella Pineda","Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",12221.0
STRAW,English,"Thriller, Drama, Crime",7.905,32.2649,05-06-2025,"Taraji P. Henson, Sherri Shepherd, Teyana Taylor, Sinbad, Rockmond Dunbar",What will be her last straw? A devastatingly bad day pushes a hardworking single mother to the breaking point  and into a shocking act of desperation.,773.0
Batman v Superman: Dawn of Justice,English,"Action, Adventure, Fantasy",5.983,28.6341,23-03-2016,"Ben Affleck, Henry Cavill, Jesse Eisenberg, Gal Gadot, Amy Adams","Fearing the actions of a god-like Super Hero left unchecked, Gotham Citys own formidable, forceful vigilante takes on Metropoliss most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than its ever known before.",18406.0
Nosferatu,English,"Drama, Horror, Fantasy",6.7,27.8629,25-12-2024,"Lily-Rose Depp, Nicholas Hoult, Bill Skarsgrd, Aaron Taylor-Johnson, Willem Dafoe","A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",2894.0
Titanic,English,"Drama, Romance",7.906,27.3829,18-11-1997,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher","101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fianc. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its deathon its first and last voyageon April 15, 1912.",26184.0
Avengers: Infinity War,English,"Adventure, Action, Science Fiction",8.236,27.0041,25-04-2018,"Robert Downey Jr., Chris Evans, Chris Hemsworth, Josh Brolin, Mark Ruffalo","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",30777.0
Life After Fighting,English,"Action, Drama, Thriller",7.08,28.2094,07-06-2024,"Bren Foster, Cassie Howarth, Luke Ford, Annabelle Stephenson, Anthony Nassif","Retired martial arts world champion Alex Faulkner has settled into a simple life, when the disappearance of two of his students leads to an unthinkable discovery close to home. Just when all hope of finding the children is lost, he locates the imprisoned girls and unsurfaces an international child trafficking operation, which draws him back into the fight of his life against those behind it.",51.0
The Maze Runner,English,"Action, Mystery, Science Fiction, Thriller",7.191,25.4649,10-09-2014,"Dylan O'Brien, Kaya Scodelario, Aml Ameen, Thomas Brodie-Sangster, Ki Hong Lee","Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow runners for a shot at escape.",17458.0
Top Gun: Maverick,English,"Action, Drama",8.171,26.2095,21-05-2022,"Tom Cruise, Val Kilmer, Miles Teller, Jennifer Connelly, Bashir Salahuddin","After more than thirty years of service as one of the Navys top aviators, and dodging the advancement in rank that would ground him, Pete Maverick Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",10055.0
